Day,Hour,Marginal Price (Pkr/Kwh)
3,11,5.292
3,12,5.292
3,13,5.5418
3,14,6.2111
3,15,14.580236
3,16,14.471932
3,17,14.922483
3,18,5.292
3,19,14.504303
3,20,23.338267
3,21,23.338267
3,22,23.338267
3,23,29.827521
4,0,14.453224
4,1,5.5418
4,2,3.0658
4,3,3.0658
4,4,3.0658
4,5,3.0658
4,6,3.0658
4,7,3.0658
4,8,3.0658
4,9,3.0658
4,10,3.0658
4,11,5.292
4,12,5.5418
4,13,14.612392
4,14,23.338267
4,15,23.338267
4,16,23.338267
4,17,23.338267
4,18,23.338267
4,19,23.338267
4,20,23.338267
4,21,23.338267
4,22,23.338267
4,23,23.7821
5,0,23.338267
5,1,25.69418
5,2,23.338267
5,3,23.338267
5,4,23.338267
5,5,23.338267
5,6,23.338267
5,7,5.5418
5,8,5.5418
5,9,5.5418
5,10,5.5418
5,11,11.131808
5,12,11.137697
5,13,5.5418
5,14,5.5418
5,15,14.657083
5,16,14.815457
5,17,14.770968
5,18,14.884382
5,19,14.497243
5,20,23.338267
5,21,23.338267
5,22,23.338267
5,23,28.8587
6,0,23.338267
6,1,23.338267
6,2,23.338267
6,3,23.338267
6,4,14.475119
6,5,14.649094
6,6,13.33
6,7,6.2111
6,8,6.2111
6,9,6.2111
6,10,6.2111
6,11,6.2111
6,12,6.1786
6,13,6.2111
6,14,6.2111
6,15,14.507733
6,16,14.793777
6,17,14.49154
6,18,23.338267
6,19,23.338267
6,20,23.338267
6,21,23.338267
6,22,23.338267
6,23,23.7821
7,0,14.474901
7,1,6.2111
7,2,6.2111
7,3,6.2111
7,4,3.0658
7,5,3.0658
7,6,3.0658
7,7,3.0658
7,8,3.0658
7,9,3.0658
7,10,5.5418
7,11,5.5418
7,12,6.1786
7,13,6.1786
7,14,6.1786
7,15,11.214114
7,16,23.338267
7,17,23.338267
7,18,23.338267
7,19,23.338267
7,20,23.338267
7,21,23.338267
7,22,23.338267
7,23,23.29116
8,0,23.338267
8,1,23.338267
8,2,23.338267
8,3,23.338267
8,4,23.338267
8,5,23.338267
8,6,23.338267
8,7,23.338267
8,8,23.338267
8,9,14.658226
8,10,6.2111
8,11,11.131808
8,12,9.760776
8,13,9.756363
8,14,11.143568
8,15,14.052489
8,16,14.551052
8,17,23.338267
8,18,23.338267
8,19,23.338267
8,20,23.338267
8,21,23.338267
8,22,23.338267
8,23,23.7821
9,0,23.338267
9,1,23.338267
9,2,23.338267
9,3,23.338267
9,4,23.338267
9,5,23.338267
9,6,23.338267
9,7,23.540483
9,8,11.172966
9,9,11.155327
9,10,13.618396
9,11,13.606624
9,12,10.540915
9,13,14.536231
9,14,23.338267
9,15,23.338267
9,16,23.338267
9,17,23.338267
9,18,23.338267
9,19,28.8587
9,20,28.8587
9,21,28.504624
9,22,28.8587
9,23,29.667959
10,0,23.338267
10,1,28.855797
10,2,14.493584
10,3,14.487896
10,4,14.480136
10,5,14.486524
10,6,14.472846
10,7,14.478764
10,8,14.490397
10,9,14.499287
10,10,14.4977
10,11,14.48378
10,12,14.487896
10,13,14.49883
10,14,14.496785
10,15,29.469841
10,16,28.925408
10,17,14.554696
10,18,14.520267
10,19,23.338267
10,20,29.39784
10,21,29.388642
10,22,29.74351
10,23,30.433577
11,0,23.338267
11,1,14.4977
11,2,14.478535
11,3,23.338267
11,4,14.480364
11,5,23.338267
11,6,23.338267
11,7,14.48994
11,8,14.492912
11,9,14.487896
11,10,14.493356
11,11,14.513422
11,12,14.50932
11,13,14.508862
11,14,23.338267
11,15,23.338267
11,16,23.338267
11,17,23.338267
11,18,23.338267
11,19,14.536688
11,20,28.8587
11,21,28.8587
11,22,14.488568
11,23,28.8587
12,0,23.338267
12,1,20.619615
12,2,20.619078
12,3,14.465772
12,4,14.463486
12,5,13.676526
12,6,23.338267
12,7,23.338267
12,8,23.338267
12,9,23.338267
12,10,14.305993
12,11,12.264929
12,12,5.292
12,13,5.292
12,14,5.292
12,15,5.292
12,16,5.292
12,17,5.292
12,18,5.292
12,19,14.506818
12,20,14.497471
12,21,14.48994
12,22,14.497471
12,23,29.78971
13,0,14.577734
13,1,13.756614
13,2,14.289609
13,3,14.305993
13,4,14.305993
13,5,14.305993
13,6,14.305993
13,7,5.292
13,8,5.292
13,9,5.292
13,10,3.0658
13,11,3.0658
13,12,3.0658
13,13,3.0658
13,14,5.292
13,15,12.192936
13,16,12.203315
13,17,12.239622
13,18,14.305993
13,19,14.492455
13,20,23.338267
13,21,23.338267
13,22,13.840613
13,23,23.29116
14,0,13.860285
14,1,6.2111
14,2,6.1786
14,3,5.292
14,4,5.292
14,5,5.292
14,6,5.292
14,7,5.292
14,8,5.292
14,9,5.292
14,10,5.5418
14,11,5.5418
14,12,5.5418
14,13,6.1786
14,14,6.1786
14,15,13.33
14,16,13.33
14,17,13.33
14,18,9.85232
14,19,28.8587
14,20,28.8587
14,21,14.489483
14,22,14.48378
14,23,28.8587
15,0,23.459821
15,1,23.427983
15,2,23.402392
15,3,23.406975
15,4,23.402729
15,5,23.402729
15,6,10.747159
15,7,6.2111
15,8,5.5418
15,9,5.5418
15,10,5.5418
15,11,5.5418
15,12,5.5418
15,13,5.5418
15,14,5.5418
15,15,5.5418
15,16,5.5418
15,17,13.33
15,18,23.407987
15,19,23.409941
15,20,23.412233
15,21,23.410256
15,22,23.40765
15,23,28.8587
16,0,29.136004
16,1,28.5421
16,2,29.10872
16,3,28.5421
16,4,28.5421
16,5,23.079689
16,6,23.079689
16,7,23.079689
16,8,11.9853
16,9,6.2182
16,10,5.545
16,11,5.545
16,12,5.545
16,13,5.545
16,14,6.1866
16,15,10.978084
16,16,23.079689
16,17,23.079689
16,18,30.708951
16,19,30.419804
16,20,30.567233
16,21,30.597539
16,22,30.3537
16,23,30.3537
17,0,30.598085
17,1,30.3537
17,2,30.663452
17,3,23.079689
17,4,23.079689
17,5,23.079689
17,6,23.079689
17,7,14.507275
17,8,5.545
17,9,5.545
17,10,5.545
17,11,5.545
17,12,5.545
17,13,5.545
17,14,5.545
17,15,6.1866
17,16,6.1866
17,17,11.9853
17,18,11.9853
17,19,23.079689
17,20,23.079689
17,21,23.079689
17,22,23.079689
17,23,24.731567
18,0,23.079689
18,1,23.079689
18,2,23.079689
18,3,24.0254
18,4,24.0254
18,5,24.0254
18,6,23.079689
18,7,23.079689
18,8,24.0254
18,9,24.0254
18,10,24.0254
18,11,14.491998
18,12,14.484238
18,13,23.079689
18,14,23.079689
18,15,23.079689
18,16,23.079689
18,17,23.079689
18,18,28.371689
18,19,29.171537
18,20,23.079689
18,21,23.079689
18,22,23.079689
18,23,28.48393
19,0,29.049253
19,1,23.079689
19,2,23.079689
19,3,23.079689
19,4,23.079689
19,5,23.079689
19,6,23.079689
19,7,23.079689
19,8,23.079689
19,9,24.019318
19,10,23.079689
19,11,28.5421
19,12,28.5421
19,13,28.5421
19,14,28.5421
19,15,28.5421
19,16,28.5421
19,17,28.5421
19,18,31.957613
19,19,31.893369
19,20,31.707286
19,21,31.841789
19,22,31.841645
19,23,32.6665
20,0,32.6665
20,1,33.265152
20,2,33.157924
20,3,32.699059
20,4,28.5421
20,5,23.079689
20,6,23.079689
20,7,23.079689
20,8,23.079689
20,9,28.5421
20,10,23.079689
20,11,23.079689
20,12,14.482879
20,13,14.48105
20,14,22.3903
20,15,14.522096
20,16,14.518895
20,17,14.5303
20,18,14.709412
20,19,23.079689
20,20,28.5421
20,21,28.5421
20,22,28.5421
20,23,28.5421
21,0,28.5421
21,1,28.5421
21,2,28.5421
21,3,23.079689
21,4,14.474433
21,5,14.465544
21,6,14.462356
21,7,14.552652
21,8,14.653653
21,9,23.079689
21,10,14.511835
21,11,14.540333
21,12,14.545349
21,13,14.541476
21,14,23.279625
21,15,14.576362
21,16,14.605318
21,17,14.555839
21,18,14.543977
21,19,14.80264
21,20,14.506818
21,21,23.079689
21,22,23.079689
21,23,28.5421
22,0,29.336843
22,1,23.079689
22,2,23.079689
22,3,23.079689
22,4,14.481736
22,5,23.079689
22,6,14.478818
22,7,14.827453
22,8,14.824387
22,9,11.108299
22,10,6.1866
22,11,5.545
22,12,5.545
22,13,5.545
22,14,5.545
22,15,5.545
22,16,5.545
22,17,14.830748
22,18,14.39391
22,19,23.079689
22,20,23.079689
22,21,23.079689
22,22,23.079689
22,23,28.48393
23,0,28.51044
23,1,28.542697
23,2,28.529816
23,3,28.483437
23,4,28.505077
23,5,28.529762
23,6,28.541646
23,7,28.567544
23,8,23.079689
23,9,14.593456
23,10,14.301398
23,11,14.834514
23,12,14.840619
23,13,14.253121
23,14,23.079689
23,15,23.079689
23,16,23.079689
23,17,28.816386
23,18,28.768472
23,19,28.5421
23,20,32.531222
23,21,31.916995
23,22,31.948843
23,23,32.676384
24,0,32.493518
24,1,32.467555
24,2,31.854972
24,3,28.5421
24,4,28.5421
24,5,29.089133
24,6,28.522189
24,7,28.5421
24,8,23.079689
24,9,14.600073
24,10,14.22531
24,11,14.511285
24,12,14.842973
24,13,14.602359
24,14,23.079689
24,15,14.566787
24,16,28.5421
24,17,28.5421
24,18,31.901244
24,19,31.842712
24,20,32.674603
24,21,34.845182
24,22,34.823107
24,23,33.886704
25,0,30.86775
25,1,28.523321
25,2,28.5421
25,3,23.079689
25,4,23.079689
25,5,23.079689
25,6,23.079689
25,7,23.079689
25,8,24.0254
25,9,24.0254
25,10,23.079689
25,11,23.079689
25,12,23.079689
25,13,28.5421
25,14,28.5421
25,15,28.5421
25,16,28.5421
25,17,28.5421
25,18,30.94175
25,19,33.66755
25,20,23.079689
25,21,14.533272
25,22,14.585709
25,23,33.66755
26,0,14.707637
26,1,14.839449
26,2,14.836396
26,3,14.658246
26,4,23.079689
26,5,23.079689
26,6,28.511491
26,7,28.820554
26,8,28.78513
26,9,23.079689
26,10,23.079689
26,11,23.079689
26,12,23.079689
26,13,14.566558
26,14,14.577963
26,15,14.57066
26,16,23.279625
26,17,23.279625
26,18,14.574533
26,19,14.856624
26,20,14.65015
26,21,14.524638
26,22,14.837096
26,23,23.52511
27,0,12.20767
27,1,6.1866
27,2,14.838279
27,3,14.686038
27,4,14.918166
27,5,6.2182
27,6,23.279625
27,7,14.533487
27,8,14.539418
27,9,14.532815
27,10,6.1866
27,11,6.1866
27,12,5.545
27,13,5.545
27,14,5.545
27,15,23.279625
27,16,5.545
27,17,5.545
27,18,6.1866
27,19,14.621053
27,20,14.612621
27,21,23.279625
27,22,23.279625
27,23,23.03257
28,0,23.279625
28,1,23.279625
28,2,23.057473
28,3,23.079689
28,4,23.079689
28,5,23.079689
28,6,23.079689
28,7,14.507961
28,8,5.545
28,9,23.079689
28,10,23.079689
28,11,23.479562
28,12,5.545
28,13,5.545
28,14,14.552423
28,15,23.079689
28,16,23.279625
28,17,23.279625
28,18,23.279625
28,19,23.279625
28,20,23.279625
28,21,14.585938
28,22,23.079689
28,23,23.03257
29,0,23.079689
29,1,23.079689
29,2,23.079689
29,3,23.079689
29,4,23.079689
29,5,23.079689
29,6,23.079689
29,7,23.079689
29,8,23.079689
29,9,23.079689
29,10,23.079689
29,11,23.079689
29,12,23.279625
29,13,23.279625
29,14,23.079689
29,15,23.079689
29,16,14.493141
29,17,14.479221
29,18,14.478764
29,19,23.079689
29,20,23.079689
29,21,14.144211
29,22,14.140497
29,23,23.03257
30,0,14.188528
30,1,14.189129
30,2,14.188733
30,3,14.189539
30,4,22.901967
30,5,23.079689
30,6,23.079689
30,7,23.079689
30,8,23.079689
30,9,23.079689
30,10,23.079689
30,11,23.079689
30,12,14.48378
30,13,14.488797
30,14,23.079689
30,15,23.079689
30,16,23.079689
30,17,23.079689
30,18,23.079689
30,19,29.119476
30,20,23.079689
30,21,23.079689
30,22,23.079689
30,23,28.709724
1,0,28.496556
1,1,23.009117
1,2,23.009117
1,3,23.009117
1,4,22.831949
1,5,22.661424
1,6,14.450037
1,7,14.448894
1,8,14.465315
1,9,23.45496
1,10,14.590268
1,11,14.614207
1,12,14.620596
1,13,14.62767
1,14,14.587767
1,15,21.161634
1,16,23.208432
1,17,23.208432
1,18,23.208432
1,19,23.208432
1,20,23.208432
1,21,23.009117
1,22,22.54405
1,23,22.76422
2,0,23.009117
2,1,23.009117
2,2,22.54405
2,3,22.950651
2,4,23.260696
2,5,23.260696
2,6,23.606175
2,7,24.125278
2,8,14.501802
2,9,23.649138
2,10,23.979114
2,11,14.490854
2,12,14.482422
2,13,14.484923
2,14,14.534173
2,15,23.674104
2,16,23.650065
2,17,23.618794
2,18,27.89011
2,19,27.89011
2,20,27.89011
2,21,23.45496
2,22,23.45496
2,23,28.404142
3,0,28.395572
3,1,23.45496
3,2,23.45496
3,3,23.45496
3,4,23.45496
3,5,23.45496
3,6,23.45496
3,7,23.45496
3,8,29.024688
3,9,28.463217
3,10,23.45496
3,11,23.45496
3,12,23.45496
3,13,23.45496
3,14,23.45496
3,15,23.45496
3,16,28.145047
3,17,28.14749
3,18,28.543838
3,19,28.4557
3,20,28.4557
3,21,28.4557
3,22,28.4557
3,23,28.4557
4,0,28.4557
4,1,28.967234
4,2,28.92684
4,3,28.4557
4,4,14.456654
4,5,14.462585
4,6,23.45496
4,7,23.45496
4,8,28.635151
4,9,28.458973
4,10,28.510499
4,11,28.568661
4,12,28.604525
4,13,23.450437
4,14,14.534402
4,15,14.541019
4,16,14.542848
4,17,28.4557
4,18,28.63773
4,19,28.480437
4,20,23.450437
4,21,23.450437
4,22,28.4557
4,23,28.4557
5,0,28.633766
5,1,28.997475
5,2,28.988462
5,3,28.854223
5,4,14.479678
5,5,14.486067
5,6,23.45496
5,7,23.45496
5,8,28.555518
5,9,28.898103
5,10,23.450437
5,11,23.450437
5,12,23.450437
5,13,23.450437
5,14,28.680257
5,15,28.617823
5,16,14.504532
5,17,14.499744
5,18,14.525055
5,19,6.1866
5,20,6.2181
5,21,3.06608
5,22,3.06608
5,23,22.96199
6,0,3.06608
6,1,3.06608
6,2,6.1866
6,3,5.5423
6,4,5.5423
6,5,5.5423
6,6,6.1866
6,7,14.549908
6,8,14.635416
6,9,14.700038
6,10,9.931872
6,11,11.061271
6,12,5.5423
6,13,6.1866
6,14,14.80771
6,15,14.533044
6,16,14.53806
6,17,14.521639
6,18,14.520038
6,19,14.52141
6,20,14.458698
6,21,14.435983
6,22,14.438404
6,23,22.96199
7,0,14.429285
7,1,14.418755
7,2,26.136896
7,3,26.136896
7,4,14.521867
7,5,14.837809
7,6,14.549223
7,7,14.431316
7,8,14.43375
7,9,23.431215
7,10,23.450437
7,11,14.424834
7,12,14.44186
7,13,14.44958
7,14,14.452095
7,15,23.239015
7,16,23.217201
7,17,23.215895
7,18,23.214278
7,19,23.20491
7,20,14.890259
7,21,10.895651
7,22,11.032097
7,23,22.96199
8,0,6.1866
8,1,6.1866
8,2,6.2181
8,3,6.1866
8,4,5.5423
8,5,6.1866
8,6,6.1866
8,7,6.2181
8,8,5.5423
8,9,23.124387
8,10,23.141528
8,11,14.403141
8,12,14.40193
8,13,14.407001
8,14,14.406382
8,15,14.404566
8,16,23.197469
8,17,23.165778
8,18,23.171603
8,19,23.168369
8,20,23.172245
8,21,23.171603
8,22,6.2181
8,23,22.96199
9,0,6.1866
9,1,6.2181
9,2,6.2181
9,3,6.2181
9,4,6.1866
9,5,6.1866
9,6,5.5423
9,7,5.5423
9,8,14.840861
9,9,14.434356
9,10,14.550823
9,11,14.604632
9,12,6.1866
9,13,6.2181
9,14,14.52414
9,15,14.440233
9,16,14.440636
9,17,14.426649
9,18,14.449808
9,19,14.454368
9,20,14.409825
9,21,14.403948
9,22,23.136678
9,23,23.166753
10,0,23.142503
10,1,10.670635
10,2,10.69971
10,3,6.2181
10,4,6.2181
10,5,6.2181
10,6,6.2181
10,7,6.2181
10,8,14.583208
10,9,14.456425
10,10,14.881558
10,11,12.244531
10,12,6.2181
10,13,6.2181
10,14,14.4449
10,15,14.44186
10,16,14.437799
10,17,23.17643
10,18,23.169986
10,19,14.422803
10,20,14.42361
10,21,23.13019
10,22,23.140222
10,23,23.15672
11,0,23.126004
11,1,14.389773
11,2,14.397667
11,3,6.2181
11,4,6.1866
11,5,6.1866
11,6,6.1866
11,7,6.1866
11,8,6.1866
11,9,14.391386
11,10,14.415299
11,11,23.160928
11,12,14.418553
11,13,23.173219
11,14,14.440233
11,15,14.443877
11,16,14.434557
11,17,14.430711
11,18,23.198444
11,19,23.164826
11,20,23.17127
11,21,23.122771
11,22,23.124077
11,23,23.12049
12,0,23.160928
12,1,23.154794
12,2,23.140554
12,3,23.142171
12,4,23.172577
12,5,23.11079
12,6,23.118895
12,7,23.102396
12,8,23.146378
12,9,23.131496
12,10,23.162877
12,11,23.16157
12,12,23.159644
12,13,23.170628
12,14,23.205553
12,15,23.21915
12,16,23.184846
12,17,23.215895
12,18,23.165446
12,19,23.151228
12,20,23.111454
12,21,23.113403
12,22,23.107246
12,23,23.476905
13,0,23.469695
13,1,23.464874
13,2,23.472083
13,3,23.072964
13,4,23.083328
13,5,23.077172
13,6,23.079453
13,7,23.072654
13,8,14.449351
13,9,14.369909
13,10,6.2181
13,11,6.2181
13,12,5.5423
13,13,5.5423
13,14,6.1866
13,15,6.2181
13,16,14.443877
13,17,23.168679
13,18,23.161238
13,19,23.155746
13,20,23.537035
13,21,23.525005
13,22,23.517795
13,23,23.45496
14,0,23.116636
14,1,23.117588
14,2,23.125029
14,3,23.087514
14,4,23.09593
14,5,23.091722
14,6,23.086562
14,7,23.082664
14,8,23.123413
14,9,23.121796
14,10,23.122128
14,11,23.116946
14,12,23.161903
14,13,23.159312
14,14,23.206837
14,15,23.165136
14,16,23.16157
14,17,23.508175
14,18,23.169654
14,19,23.517795
14,20,29.5379
14,21,28.928088
14,22,28.4557
14,23,29.5379
15,0,28.750632
15,1,28.759427
15,2,28.4557
15,3,23.07168
15,4,23.083949
15,5,23.086872
15,6,28.4557
15,7,23.085277
15,8,14.443877
15,9,14.478764
15,10,14.466229
15,11,14.385711
15,12,14.400707
15,13,14.407606
15,14,23.186153
15,15,23.221077
15,16,23.204578
15,17,23.179022
15,18,28.4557
15,19,28.4557
15,20,23.110147
15,21,23.124387
15,22,23.121796
15,23,35.45922
16,0,23.127454
16,1,23.122934
16,2,23.115466
16,3,14.509118
16,4,14.506062
16,5,14.505048
16,6,23.088964
16,7,23.086371
16,8,23.148483
16,9,23.150122
16,10,14.445541
16,11,14.451247
16,12,14.469595
16,13,11.9853
16,14,23.231645
16,15,23.24412
16,16,23.239843
16,17,28.12501
16,18,28.688014
16,19,28.65474
16,20,23.150743
16,21,27.90575
16,22,27.90575
16,23,27.90575
17,0,27.90575
17,1,23.121959
17,2,23.118723
17,3,23.079591
17,4,23.091224
17,5,23.081519
17,6,23.48082
17,7,23.087657
17,8,23.14558
17,9,14.439835
17,10,14.552495
17,11,14.463686
17,12,14.489769
17,13,23.196368
17,14,23.22841
17,15,23.237495
17,16,28.791963
17,17,28.764394
17,18,28.691137
17,19,29.023113
17,20,28.989024
17,21,28.127481
17,22,23.584029
17,23,23.574404
18,0,23.128097
18,1,23.127454
18,2,23.120984
18,3,14.551359
18,4,14.540352
18,5,14.50974
18,6,23.083136
18,7,14.479979
18,8,23.158831
18,9,23.154975
18,10,23.193465
18,11,23.186662
18,12,23.206738
18,13,14.480182
18,14,14.495475
18,15,23.236542
18,16,23.294642
18,17,23.236786
18,18,14.475301
18,19,14.481616
18,20,14.463686
18,21,14.460008
18,22,14.576116
18,23,23.164348
19,0,23.138134
19,1,23.141059
19,2,23.137802
19,3,14.516663
19,4,14.507901
19,5,14.500762
19,6,23.104497
19,7,23.14979
19,8,23.564778
19,9,23.174386
19,10,23.167584
19,11,14.566949
19,12,14.475504
19,13,23.239843
19,14,23.241749
19,15,23.233927
19,16,23.260252
19,17,23.243899
19,18,23.199935
19,19,27.90575
19,20,27.90575
19,21,27.90575
19,22,27.90575
19,23,27.90575
20,0,23.137802
20,1,23.153978
20,2,23.139752
20,3,14.512377
20,4,14.505657
20,5,14.518907
20,6,14.49323
20,7,14.497098
20,8,14.524073
20,9,14.458386
20,10,10.741263
20,11,10.762039
20,12,14.476518
20,13,14.499748
20,14,9.768815
20,15,9.761624
20,16,23.259055
20,17,23.233905
20,18,14.483441
20,19,14.478357
20,20,14.474679
20,21,14.46205
20,22,14.569234
20,23,14.552954
21,0,14.54906
21,1,14.539433
21,2,23.14979
21,3,23.14363
21,4,23.15431
21,5,23.15205
21,6,23.103855
21,7,23.141037
21,8,23.139752
21,9,23.156571
21,10,14.544476
21,11,14.456141
21,12,10.674789
21,13,14.459806
21,14,14.467351
21,15,23.239157
21,16,23.229385
21,17,23.183427
21,18,23.198318
21,19,23.190562
21,20,23.146865
21,21,23.507025
21,22,23.487774
21,23,23.514238
22,0,23.185045
22,1,23.15205
22,2,23.14753
22,3,23.142677
22,4,22.3903
22,5,22.3903
22,6,23.09672
22,7,23.080876
22,8,22.3903
22,9,22.3903
22,10,22.3903
22,11,22.3903
22,12,14.477126
22,13,14.484266
22,14,22.3903
22,15,23.223867
22,16,23.226149
22,17,23.586441
22,18,23.507025
22,19,23.562366
22,20,23.162088
22,21,23.138777
22,22,23.141702
22,23,23.48082
23,0,23.143962
23,1,23.148483
23,2,23.14753
23,3,23.117106
23,4,23.101262
23,5,23.136207
23,6,23.095434
23,7,23.1074
23,8,23.143962
23,9,23.142034
23,10,23.157213
23,11,14.546545
23,12,9.932967
23,13,9.749155
23,14,23.229052
23,15,23.234548
23,16,23.241062
23,17,23.222249
23,18,23.20091
23,19,23.19865
23,20,23.19475
23,21,23.177622
23,22,10.616622
23,23,23.48082
24,0,14.543327
24,1,14.538743
24,2,22.844885
24,3,9.855525
24,4,10.604153
24,5,6.2216
24,6,6.2216
24,7,14.496489
24,8,14.504642
24,9,14.538513
24,10,14.445541
24,11,14.949171
24,12,5.5419
24,13,5.5419
24,14,26.151767
24,15,24.393701
24,16,23.463759
24,17,23.608082
24,18,23.596067
24,19,23.569602
24,20,23.562366
24,21,23.463759
24,22,22.844885
24,23,22.97503
25,0,23.502223
25,1,23.802625
25,2,25.475239
25,3,14.54883
25,4,14.541502
25,5,23.959275
25,6,23.427631
25,7,14.521788
25,8,23.48056
25,9,23.51665
25,10,23.538313
25,11,23.588853
25,12,23.463759
25,13,14.4549
25,14,14.4549
25,15,23.682697
25,16,23.463759
25,17,23.586441
25,18,23.559976
25,19,23.576816
25,20,23.571992
25,21,23.463759
25,22,23.463759
25,23,22.97503
26,0,23.514238
26,1,23.463759
26,2,23.463721
26,3,23.872238
26,4,23.665835
26,5,23.449271
26,6,23.451683
26,7,23.442058
26,8,22.3903
26,9,19.0639
26,10,14.4549
26,11,14.4549
26,12,14.4549
26,13,14.4549
26,14,14.512999
26,15,23.463759
26,16,23.463759
26,17,23.463759
26,18,23.463759
26,19,23.463759
26,20,23.327836
26,21,23.159496
26,22,23.198318
26,23,22.97503
27,0,23.627333
27,1,22.844885
27,2,22.844885
27,3,22.844885
27,4,22.844885
27,5,23.490186
27,6,23.403556
27,7,12.964986
27,8,12.964986
27,9,12.964986
27,10,12.964986
27,11,12.964986
27,12,12.964986
27,13,12.594811
27,14,12.075684
27,15,14.4549
27,16,14.4549
27,17,24.427024
27,18,23.95061
27,19,23.230891
27,20,22.844885
27,21,22.3903
27,22,14.4549
27,23,22.97503
28,0,14.437603
28,1,14.453897
28,2,14.4549
28,3,14.4549
28,4,14.4549
28,5,14.560296
28,6,23.463759
28,7,23.730825
28,8,23.463759
28,9,14.451652
28,10,14.4549
28,11,14.4549
28,12,6.2216
28,13,6.187
28,14,14.4549
28,15,23.959275
28,16,23.648807
28,17,23.230891
28,18,23.003985
28,19,23.35631
28,20,22.962326
28,21,22.3903
28,22,22.3903
28,23,22.97503
29,0,14.504237
29,1,14.4549
29,2,14.4549
29,3,14.4549
29,4,14.4549
29,5,23.302243
29,6,23.463759
29,7,23.798405
29,8,14.486091
29,9,14.438009
29,10,14.4549
29,11,14.4549
29,12,10.50168
29,13,14.4549
29,14,14.538743
29,15,23.959275
29,16,23.302243
29,17,23.2628
29,18,23.605375
29,19,23.410378
29,20,22.891861
29,21,23.003985
29,22,23.605375
29,23,22.97503
30,0,14.4549
30,1,22.3903
30,2,14.51646
30,3,14.502804
30,4,14.496692
30,5,14.48528
30,6,23.794184
30,7,14.481818
30,8,10.604153
30,9,14.4549
30,10,14.4549
30,11,14.4549
30,12,14.4549
30,13,14.484063
30,14,14.541502
30,15,24.034689
30,16,24.036788
30,17,24.034689
30,18,22.938838
30,19,23.778657
30,20,23.024814
30,21,22.844885
30,22,22.844885
30,23,22.77709
31,0,22.844885
31,1,22.844885
31,2,22.844885
31,3,22.844885
31,4,23.168403
31,5,23.802625
31,6,23.792084
31,7,14.476721
31,8,14.4549
31,9,14.512999
31,10,14.45533
31,11,10.662319
31,12,6.187
31,13,6.187
31,14,6.2216
31,15,10.64985
31,16,23.2628
31,17,22.983156
31,18,23.024814
31,19,14.485483
31,20,14.473868
31,21,14.465917
31,22,14.541042
31,23,22.97503
1,0,14.896928
1,1,6.2214
1,2,6.2214
1,3,6.2214
1,4,6.2214
1,5,14.606949
1,6,14.43662
1,7,21.368501
1,8,21.368501
1,9,14.479212
1,10,14.495303
1,11,14.491841
1,12,14.593427
1,13,6.2214
1,14,6.2214
1,15,14.891479
1,16,10.590417
1,17,14.689023
1,18,15.00856
1,19,14.895738
1,20,14.705764
1,21,14.518952
1,22,14.719284
1,23,14.491738
2,0,10.72924
2,1,6.2214
2,2,6.2214
2,3,6.1905
2,4,6.1905
2,5,14.644782
2,6,14.443759
2,7,14.43927
2,8,21.440542
2,9,21.971745
2,10,14.477171
2,11,14.487569
2,12,14.48838
2,13,10.696003
2,14,10.712626
2,15,21.809858
2,16,22.577473
2,17,22.262809
2,18,14.524198
2,19,14.4951
2,20,21.577172
2,21,21.769283
2,22,14.450277
2,23,21.09938
3,0,10.957754
3,1,10.96607
3,2,6.2214
3,3,10.11144
3,4,14.482674
3,5,14.476359
3,6,14.468003
3,7,14.470653
3,8,10.298092
3,9,6.2214
3,10,6.2214
3,11,6.1905
3,12,6.1905
3,13,6.1905
3,14,6.2214
3,15,6.2214
3,16,6.2214
3,17,14.529471
3,18,9.754422
3,19,10.936987
3,20,22.577473
3,21,14.488988
3,22,14.481254
3,23,21.09938
4,0,14.45313
4,1,12.970286
4,2,14.456185
4,3,14.443759
4,4,15.369429
4,5,14.439473
4,6,21.49892
4,7,22.056798
4,8,22.577473
4,9,14.494491
4,10,14.470451
4,11,14.474926
4,12,14.504889
4,13,14.517518
4,14,14.531297
4,15,21.494366
4,16,21.494366
4,17,21.494366
4,18,22.214299
4,19,22.175862
4,20,21.121324
4,21,22.136722
4,22,21.09938
4,23,21.48695
5,0,14.843721
5,1,14.471059
5,2,14.613142
5,3,14.91963
5,4,14.920104
5,5,14.628272
5,6,22.395299
5,7,22.577473
5,8,22.577473
5,9,14.482065
5,10,14.840923
5,11,14.602365
5,12,6.2214
5,13,6.2214
5,14,6.2214
5,15,22.262809
5,16,21.627684
5,17,21.344487
5,18,12.970286
5,19,12.970286
5,20,12.970286
5,21,12.970286
5,22,12.970286
5,23,21.09938
6,0,14.920901
6,1,14.924593
6,2,14.924836
6,3,14.92389
6,4,14.9227
6,5,14.650285
6,6,14.445179
6,7,10.658612
6,8,10.633682
6,9,14.476562
6,10,14.486338
6,11,14.502848
6,12,11.036697
6,13,10.712626
6,14,10.758323
6,15,22.440842
6,16,22.577473
6,17,21.809858
6,18,14.549645
6,19,14.532446
6,20,14.521183
6,21,14.512218
6,22,14.51161
6,23,21.09938
7,0,12.970286
7,1,6.2214
7,2,6.2214
7,3,6.2214
7,4,6.2214
7,5,6.2214
7,6,12.970286
7,7,12.892512
7,8,9.925786
