Day,Hour,Wind
12,17,6.6456
12,18,5.286
12,19,3.7914
12,20,2.154
12,21,1.0374
12,22,0.027
12,23,0
13,0,0
13,1,0
13,2,0.0024
13,3,0.0132
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0.0204
13,14,0.0468
13,15,0.093
13,16,0.8652
13,17,3.8862
13,18,2.4372
13,19,1.4196
13,20,0.6768
13,21,2.328
13,22,1.4856
13,23,1.5042
14,0,0.9552
14,1,2.2914
14,2,0.8388
14,3,1.2738
14,4,1.5978
14,5,0.6204
14,6,2.5776
14,7,1.8534
14,8,0.1704
14,9,0
14,10,0
14,11,0.3438
14,12,0
14,13,0.0012
14,14,0.0072
14,15,0.792
14,16,2.3814
14,17,1.9722
14,18,0.9204
14,19,1.128
14,20,0.4002
14,21,0.0228
14,22,0
14,23,0.0042
15,0,0.9324
15,1,1.4436
15,2,4.5882
15,3,8.7378
15,4,2.877
15,5,1.2672
15,6,2.0112
15,7,2.139
15,8,2.7864
15,9,0.9876
15,10,0.1386
15,11,0.0174
15,12,0.03
15,13,0.1728
15,14,0.045
15,15,0.0066
15,16,1.524
15,17,3.8976
15,18,4.4388
15,19,3.7872
15,20,3.6048
15,21,3.3966
15,22,4.1922
15,23,3.5778
16,0,2.241
16,1,2.505
16,2,1.1478
16,3,1.2126
16,4,2.0988
16,5,1.1526
16,6,0.4194
16,7,0.231
16,8,0.009
16,9,0
16,10,0
16,11,0
16,12,0
16,13,0
16,14,0
16,15,0
16,16,0
16,17,0.5634
16,18,3.6114
16,19,1.7424
16,20,0.1998
16,21,0
16,22,0
16,23,0
17,0,0
17,1,0
17,2,0
17,3,0.1254
17,4,0.2334
17,5,1.197
17,6,1.5456
17,7,0.6774
17,8,1.1364
17,9,2.7504
17,10,1.8888
17,11,0.4734
17,12,0
17,13,0
17,14,0
17,15,0.4116
17,16,2.1888
17,17,3.9576
17,18,2.8476
17,19,0.0606
17,20,0
17,21,0
17,22,0
17,23,4.3992
18,0,6.1206
18,1,5.394
18,2,0.969
18,3,4.8588
18,4,6.303
18,5,5.2026
18,6,5.3652
18,7,5.688
18,8,6.8034
18,9,5.0814
18,10,4.0794
18,11,3.5592
18,12,2.3202
18,13,1.623
18,14,1.0134
18,15,0.606
18,16,1.7952
18,17,3.1698
18,18,4.6698
18,19,1.5228
18,20,0.3906
18,21,0
18,22,0.3504
18,23,0.996
19,0,0.3942
19,1,0.0096
19,2,0.0192
19,3,0.4788
19,4,1.617
19,5,2.8974
19,6,2.5626
19,7,1.155
19,8,0.1836
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0.0684
19,15,2.0688
19,16,2.7546
19,17,1.8222
19,18,2.6412
19,19,2.2404
19,20,0.5298
19,21,0.174
19,22,0
19,23,0
20,0,0
20,1,0.0306
20,2,1.6764
20,3,4.7484
20,4,4.6128
20,5,3.0378
20,6,3.462
20,7,4.2702
20,8,2.5656
20,9,1.287
20,10,0.264
20,11,0.195
20,12,0.225
20,13,0.0228
20,14,0
20,15,0
20,16,0.231
20,17,0
20,18,0.0144
20,19,0.9126
20,20,0.4122
20,21,0
20,22,0
20,23,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0.0018
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0.0054
21,12,0.1566
21,13,0.5364
21,14,1.7124
21,15,4.3806
21,16,5.007
21,17,5.3112
21,18,3.9054
21,19,1.887
21,20,0.582
21,21,1.1826
21,22,1.6044
21,23,2.7636
22,0,1.3428
22,1,2.0262
22,2,2.2404
22,3,1.0284
22,4,0.3402
22,5,0.4878
22,6,0.021
22,7,0
22,8,0
22,9,0.066
22,10,1.3578
22,11,0.327
22,12,0
22,13,0.0012
22,14,0
22,15,1.2402
22,16,6.9546
22,17,6.1422
22,18,4.7328
22,19,3.231
22,20,1.9926
22,21,1.9104
22,22,1.8672
22,23,1.818
23,0,1.4616
23,1,2.4336
23,2,1.8192
23,3,1.2162
23,4,0.5442
23,5,0.024
23,6,0.2736
23,7,0.2028
23,8,0.1758
23,9,0.9876
23,10,3.906
23,11,2.4588
23,12,1.0284
23,13,0.8592
23,14,3.0114
23,15,6.879
23,16,9.009
23,17,8.754
23,18,5.9988
23,19,5.499
23,20,4.2996
23,21,1.9368
23,22,2.211
23,23,3.3498
24,0,3.0108
24,1,3.7398
24,2,4.3404
24,3,3.075
24,4,0.8718
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0.3036
24,14,0.6948
24,15,1.2
24,16,0.8034
24,17,0.4158
24,18,2.5068
24,19,4.8186
24,20,3.1896
24,21,0.2304
24,22,0.0906
24,23,0
25,0,0
25,1,0
25,2,0.0612
25,3,0.132
25,4,0.9258
25,5,1.5978
25,6,3.4266
25,7,4.5186
25,8,3.6732
25,9,2.8176
25,10,1.8882
25,11,0.2064
25,12,0
25,13,0.0024
25,14,0
25,15,0.111
25,16,0.2724
25,17,0.2244
25,18,1.3176
25,19,1.7136
25,20,0
25,21,0
25,22,0
25,23,0
26,0,0
26,1,0
26,2,0.1944
26,3,0.1512
26,4,0.528
26,5,0.183
26,6,0
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0.1866
26,13,1.1304
26,14,3.0336
26,15,5.7696
26,16,9.732
26,17,8.1834
26,18,5.1768
26,19,2.2254
26,20,2.004
26,21,1.218
26,22,1.5762
26,23,1.0224
27,0,1.3134
27,1,0.0228
27,2,0
27,3,0
27,4,0
27,5,0.0006
27,6,0.1854
27,7,1.9776
27,8,1.8474
27,9,0.0054
27,10,0.486
27,11,0.3384
27,12,1.2414
27,13,1.2246
27,14,1.296
27,15,3.2418
27,16,5.748
27,17,7.0794
27,18,7.3932
27,19,5.7318
27,20,3.1182
27,21,0.0396
27,22,0
27,23,0.1578
28,0,0.5514
28,1,1.212
28,2,0.9444
28,3,0.3156
28,4,0.3096
28,5,0.6768
28,6,0.1506
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0.0912
28,18,0.435
28,19,0.3426
28,20,0.2496
28,21,0.153
28,22,0.066
28,23,0
29,0,0
29,1,0
29,2,0.0402
29,3,0.0018
29,4,0.0276
29,5,1.7598
29,6,2.6952
29,7,4.059
29,8,3.0828
29,9,1.8516
29,10,0.873
29,11,0.1944
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0.1266
29,17,0.0012
29,18,0
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
30,0,0
30,1,0
30,2,0
30,3,5.1738
30,4,23.3478
30,5,15.816
30,6,15.0762
30,7,18.0264
30,8,10.8972
30,9,10.7472
30,10,11.4312
30,11,13.482
30,12,13.6626
30,13,12.858
30,14,10.6638
30,15,9.1746
30,16,7.1748
30,17,5.0178
30,18,4.6776
30,19,4.1424
30,20,6.2622
30,21,8.0766
30,22,2.685
30,23,1.2126
1,0,1.2132
1,1,2.244
1,2,4.2036
1,3,3.9624
1,4,3.5472
1,5,4.1124
1,6,4.3362
1,7,5.7264
1,8,4.6416
1,9,1.8792
1,10,2.7948
1,11,1.1568
1,12,0.1986
1,13,0.3474
1,14,0.0336
1,15,0.0342
1,16,0.192
1,17,0.0066
1,18,1.1484
1,19,3.9234
1,20,2.76
1,21,1.4646
1,22,0.1512
1,23,0
2,0,0.0294
2,1,0.204
2,2,1.0914
2,3,3.435
2,4,8.8068
2,5,9.9318
2,6,8.4324
2,7,11.817
2,8,11.2482
2,9,8.4234
2,10,9.6828
2,11,6.5802
2,12,2.1516
2,13,1.8624
2,14,2.4756
2,15,3.18
2,16,4.356
2,17,4.7118
2,18,6.5832
2,19,10.5828
2,20,11.2506
2,21,7.8834
2,22,8.9088
2,23,10.398
3,0,24.2634
3,1,3.0138
3,2,3.0132
3,3,3.0132
3,4,3.0138
3,5,3.0126
3,6,3.0162
3,7,3.0126
3,8,3.0138
3,9,3.0126
3,10,20.9178
3,11,26.607
3,12,15.798
3,13,3.0132
3,14,3.0138
3,15,3.0126
3,16,13.8036
3,17,25.185
3,18,24.5688
3,19,24.291
3,20,24.1062
3,21,14.4558
3,22,7.9926
3,23,26.775
4,0,27.9882
4,1,28.3644
4,2,28.3644
4,3,28.2252
4,4,27.732
4,5,27.8796
4,6,27.7464
4,7,27.7986
4,8,25.4166
4,9,21.4764
4,10,19.6452
4,11,18.225
4,12,16.2186
4,13,13.494
4,14,15.846
4,15,12.3048
4,16,11.8092
4,17,9.9474
4,18,10.512
4,19,11.6796
4,20,12.375
4,21,8.5746
4,22,5.1204
4,23,4.0206
5,0,3.5736
5,1,3.4854
5,2,2.2902
5,3,1.9632
5,4,1.2834
5,5,0.6186
5,6,1.6416
5,7,0.7416
5,8,0
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0.3468
5,14,1.755
5,15,2.7258
5,16,3.9504
5,17,6.2976
5,18,4.467
5,19,3.8322
5,20,3.0012
5,21,0
5,22,0.012
5,23,0.0678
6,0,0
6,1,0
6,2,0.0018
6,3,0.1698
6,4,0
6,5,0
6,6,0.003
6,7,0.1224
6,8,1.2432
6,9,1.3794
6,10,1.5426
6,11,2.5704
6,12,1.4112
6,13,0.0576
6,14,0
6,15,0
6,16,0.066
6,17,0.498
6,18,1.0362
6,19,1.941
6,20,1.4592
6,21,0.084
6,22,0.0054
6,23,0
7,0,0
7,1,0
7,2,0
7,3,0
7,4,0.159
7,5,0.5478
7,6,0.0138
7,7,0
7,8,0.0258
7,9,0
7,10,0.5628
7,11,2.46
7,12,1.8348
7,13,1.1994
7,14,0.6534
7,15,0.468
7,16,0.5544
7,17,1.6482
7,18,1.5486
7,19,1.3344
7,20,2.1432
7,21,1.224
7,22,0.1674
7,23,0
8,0,0
8,1,0
8,2,0.0012
8,3,0
8,4,0.1632
8,5,1.149
8,6,3.9246
8,7,14.514
8,8,12.1146
8,9,4.9548
8,10,14.4828
8,11,20.6514
8,12,18.2022
8,13,12.0624
8,14,8.418
8,15,5.8944
8,16,4.0974
8,17,5.9736
8,18,9.8412
8,19,6.4956
8,20,3.9198
8,21,1.0344
8,22,0
8,23,0
9,0,0
9,1,0
9,2,0
9,3,0.4356
9,4,1.5492
9,5,0.7356
9,6,11.6616
9,7,16.449
9,8,18.8718
9,9,14.7372
9,10,16.7652
9,11,13.1466
9,12,8.163
9,13,9.2892
9,14,12.5682
9,15,15.198
9,16,11.5476
9,17,6.654
9,18,7.7382
9,19,7.1718
9,20,6.3642
9,21,2.2944
9,22,0.4848
9,23,3.639
10,0,8.2302
10,1,10.959
10,2,16.8216
10,3,21.0522
10,4,22.8942
10,5,19.2432
10,6,16.1652
10,7,13.6632
10,8,11.952
10,9,5.9208
10,10,4.002
10,11,3.564
10,12,5.1618
10,13,5.7882
10,14,4.4982
10,15,3.9774
10,16,4.1016
10,17,4.203
10,18,4.8858
10,19,4.3644
10,20,5.1504
10,21,3.468
10,22,0.609
10,23,0.7212
11,0,0.9108
11,1,0.7086
11,2,0.8478
11,3,2.7132
11,4,4.1442
11,5,7.0056
11,6,12.7248
11,7,14.3874
11,8,11.421
11,9,5.1246
11,10,8.4024
11,11,7.4046
11,12,3.3024
11,13,2.5326
11,14,3.141
11,15,3.1908
11,16,3.3396
11,17,2.4072
11,18,3.123
11,19,5.1768
11,20,5.7408
11,21,3.9798
11,22,3.3504
11,23,4.0812
12,0,7.4208
12,1,15.2514
12,2,14.3364
12,3,9.8166
12,4,11.031
12,5,11.781
12,6,12.1068
12,7,22.8762
12,8,16.4844
12,9,11.5128
12,10,13.1088
12,11,13.8408
12,12,13.2198
12,13,10.8444
12,14,10.3668
12,15,10.512
12,16,11.0466
12,17,11.2734
12,18,9.5442
12,19,8.8026
12,20,9.7116
12,21,13.3992
12,22,16.7058
12,23,24.9114
13,0,29.388
13,1,29.0268
13,2,29.3718
13,3,29.3016
13,4,29.2866
13,5,29.0634
13,6,29.1432
13,7,29.3322
13,8,28.9434
13,9,25.2018
13,10,22.2114
13,11,26.1
13,12,28.5822
13,13,28.7694
13,14,27.7044
13,15,27.4272
13,16,27.4842
13,17,25.6122
13,18,21.8874
13,19,25.3326
13,20,29.0556
13,21,29.016
13,22,29.0196
13,23,29.4078
14,0,29.3982
14,1,29.298
14,2,29.0304
14,3,29.3598
14,4,29.3856
14,5,29.2716
14,6,28.7526
14,7,28.569
14,8,19.8612
14,9,12.1548
14,10,9.399
14,11,8.166
14,12,7.1202
14,13,6.0024
14,14,5.4636
14,15,6.036
14,16,7.8708
14,17,8.1444
14,18,11.7582
14,19,15.4782
14,20,14.3472
14,21,13.4844
14,22,12.3912
14,23,13.1076
15,0,12.0564
15,1,13.7946
15,2,13.4724
15,3,17.8896
15,4,19.452
15,5,19.0356
15,6,16.5252
15,7,14.0076
15,8,13.5426
15,9,8.0832
15,10,7.5396
15,11,5.754
15,12,3.1854
15,13,1.0152
15,14,0.4686
15,15,1.3098
15,16,1.3176
15,17,2.1162
15,18,6.4218
15,19,7.1976
15,20,8.2272
15,21,7.4166
15,22,5.0922
15,23,11.5554
16,0,11.913
16,1,11.568
16,2,11.7756
16,3,18.6402
16,4,18.0216
16,5,14.2068
16,6,13.7508
16,7,15.5226
16,8,12.8946
16,9,8.148
16,10,10.3206
16,11,9.7128
16,12,7.9692
16,13,6.9018
16,14,8.3694
16,15,8.7912
16,16,7.746
16,17,6.2994
16,18,4.9464
16,19,3.3732
16,20,4.098
16,21,3.4224
16,22,0.756
16,23,0.0546
17,0,0.126
17,1,0.006
17,2,0.0108
17,3,0.0102
17,4,0.8166
17,5,1.464
17,6,2.3256
17,7,2.367
17,8,2.9058
17,9,2.8008
17,10,4.212
17,11,7.1208
17,12,10.9494
17,13,17.4996
17,14,20.0844
17,15,21.7722
17,16,21.3588
17,17,15.3438
17,18,14.1738
17,19,18.153
17,20,22.3098
17,21,23.2704
17,22,17.7276
17,23,16.725
18,0,16.5702
18,1,16.6536
18,2,19.1226
18,3,19.2612
18,4,17.1012
18,5,16.704
18,6,15.1776
18,7,16.6332
18,8,14.5458
18,9,7.2918
18,10,9.7446
18,11,13.068
18,12,14.4996
18,13,14.109
18,14,13.5954
18,15,12.804
18,16,11.3388
18,17,9.1836
18,18,10.6488
18,19,12.1446
18,20,8.1852
18,21,6.8856
18,22,7.1856
18,23,10.9998
19,0,12.5046
19,1,14.7612
19,2,11.3244
19,3,10.965
19,4,12.582
19,5,10.305
19,6,14.193
19,7,15.0378
19,8,10.314
19,9,3.8394
19,10,3.6336
19,11,4.119
19,12,6.0654
19,13,5.9034
19,14,5.9046
19,15,7.257
19,16,8.5272
19,17,7.2474
19,18,11.2038
19,19,14.8836
19,20,10.8726
19,21,11.0106
19,22,11.8224
19,23,14.6064
20,0,15.963
20,1,16.1574
20,2,15.2622
20,3,13.5012
20,4,10.6122
20,5,11.601
20,6,22.6296
20,7,27.1554
20,8,20.7696
20,9,12.5976
20,10,18.9372
20,11,19.008
20,12,20.5956
20,13,26.7354
20,14,27.7548
20,15,27.7722
20,16,27.0006
20,17,22.3506
20,18,20.535
20,19,17.5158
20,20,19.0392
20,21,20.9118
20,22,28.7862
20,23,29.2152
21,0,28.9962
21,1,29.1516
21,2,27.7842
21,3,11.8554
21,4,6.0132
21,5,6.0126
21,6,6.0144
21,7,6.0132
21,8,6.0138
21,9,6.0132
21,10,6.0138
21,11,10.9152
21,12,23.2176
21,13,22.4502
21,14,20.3712
21,15,17.5902
21,16,18.7008
21,17,17.781
21,18,14.0328
21,19,10.56
21,20,12.0096
21,21,11.5602
21,22,10.3848
21,23,20.934
22,0,27.7158
22,1,24.9756
22,2,22.1394
22,3,20.1582
22,4,21.0816
22,5,23.184
22,6,11.3304
22,7,6.015
22,8,6.0144
22,9,5.9586
22,10,6.7674
22,11,3.9588
22,12,2.5992
22,13,0.8562
22,14,0.3
22,15,0.5298
22,16,0.0456
22,17,0.0036
22,18,0.783
22,19,1.29
22,20,2.8038
22,21,3.6252
22,22,4.8288
22,23,7.9872
23,0,8.565
23,1,9.1638
23,2,12.9312
23,3,14.5128
23,4,15.7272
23,5,13.953
23,6,12.996
23,7,10.7346
23,8,9.3534
23,9,8.3982
23,10,10.1928
23,11,9.7374
23,12,7.7112
23,13,6.7734
23,14,5.5686
23,15,6.1614
23,16,8.4402
23,17,8.9886
23,18,10.0062
23,19,5.7174
23,20,1.089
23,21,3.2484
23,22,8.7396
23,23,15.8724
24,0,14.8182
24,1,18.0126
24,2,22.7412
24,3,25.6242
24,4,28.1778
24,5,28.776
24,6,24.4926
24,7,20.4306
24,8,19.8186
24,9,21.81
24,10,24.9492
24,11,26.1594
24,12,27.2436
24,13,27.7098
24,14,27.882
24,15,27.3174
24,16,27.198
24,17,24.8454
24,18,15.9552
24,19,18.1704
24,20,17.4396
24,21,17.004
24,22,17.7006
24,23,21.0456
25,0,21.6228
25,1,23.7264
25,2,28.4226
25,3,27.9246
25,4,26.472
25,5,25.4736
25,6,24.6666
25,7,24.3624
25,8,19.689
25,9,22.0914
25,10,22.206
25,11,22.6326
25,12,23.3304
25,13,23.0478
25,14,25.7118
25,15,26.8872
25,16,27.3
25,17,27.7266
25,18,24.9036
25,19,21.5796
25,20,20.0964
25,21,25.8384
25,22,28.0716
25,23,28.9812
26,0,28.9566
26,1,28.9854
26,2,28.1622
26,3,25.773
26,4,1.212
26,5,1.2138
26,6,1.2132
26,7,1.2132
26,8,24.5268
26,9,23.379
26,10,22.6296
26,11,18.0606
26,12,20.4948
26,13,21.0894
26,14,21.4086
26,15,23.3292
26,16,24.0954
26,17,19.7574
26,18,18.4566
26,19,19.755
26,20,18.297
26,21,15.4236
26,22,12.495
26,23,13.2348
27,0,14.22
27,1,12.7332
27,2,9.6594
27,3,8.2224
27,4,11.3826
27,5,12.4008
27,6,11.0778
27,7,10.5816
27,8,8.2302
27,9,5.5164
27,10,9.216
27,11,9.0078
27,12,9.0438
27,13,8.5134
27,14,8.6298
27,15,8.9304
27,16,11.1186
27,17,7.983
27,18,8.8086
27,19,5.835
27,20,4.836
27,21,1.9596
27,22,0.4968
27,23,0.8262
28,0,0.5778
28,1,1.4598
28,2,2.3124
28,3,2.151
28,4,0.7812
28,5,0.2766
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,0.0972
28,20,0
28,21,0
28,22,0
28,23,0
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0.3504
29,6,2.1306
29,7,5.7144
29,8,6.9252
29,9,1.6866
29,10,1.5012
29,11,2.3982
29,12,2.862
29,13,7.719
29,14,9.5304
29,15,14.5656
29,16,17.7054
29,17,15.5706
29,18,16.9458
29,19,18.939
29,20,20.0814
29,21,18.5856
29,22,18.6606
29,23,26.6214
30,0,29.3604
30,1,29.2788
30,2,12.1602
30,3,3.0138
30,4,3.0132
30,5,3.015
30,6,3.0138
30,7,3.015
30,8,17.7804
30,9,6.2658
30,10,3.0438
30,11,1.3734
30,12,2.3358
30,13,2.526
30,14,2.4696
30,15,2.049
30,16,2.169
30,17,3.165
30,18,4.9398
30,19,3.7302
30,20,5.4576
30,21,5.1966
30,22,2.952
30,23,3.6624
31,0,5.988
31,1,6.9576
31,2,9.2688
31,3,14.0556
31,4,12.039
31,5,11.5656
31,6,9.8046
31,7,11.5626
31,8,11.1954
31,9,9.4392
31,10,6.6624
31,11,6.0312
31,12,5.3274
31,13,3.9504
31,14,3.3336
31,15,5.2002
31,16,4.7844
31,17,6.021
31,18,5.8962
31,19,5.9538
31,20,6.327
31,21,8.3256
31,22,6.9498
31,23,10.524
1,0,15
1,1,23.5626
1,2,20.5788
1,3,22.0686
1,4,21.36
1,5,21.0846
1,6,22.8378
1,7,17.304
1,8,17.6016
1,9,13.1844
1,10,12.039
1,11,10.2222
1,12,5.8452
1,13,4.1154
1,14,3.5994
1,15,3.5652
1,16,4.9236
1,17,5.7576
1,18,7.4274
1,19,7.6782
1,20,7.4094
1,21,9.0696
1,22,10.0038
1,23,10.497
2,0,13.1766
2,1,14.9622
2,2,17.832
2,3,19.0896
2,4,22.5552
2,5,23.2686
2,6,17.316
2,7,16.1262
2,8,14.6814
2,9,12.7482
2,10,12.5766
2,11,7.284
2,12,5.76
2,13,3.9588
2,14,3.9558
2,15,2.8674
2,16,2.751
2,17,2.4144
2,18,2.8974
2,19,2.967
2,20,6.8706
2,21,11.1888
2,22,7.5948
2,23,5.1498
3,0,3.1122
3,1,3.1692
3,2,2.6532
3,3,6.1644
3,4,7.551
3,5,13.7514
3,6,14.5908
3,7,11.0082
3,8,11.6334
3,9,8.247
3,10,8.9922
3,11,9.0024
3,12,7.9734
3,13,5.0832
3,14,3.69
3,15,2.1594
3,16,1.6866
3,17,1.4268
3,18,1.7448
3,19,1.266
3,20,0.1068
3,21,0
3,22,0
3,23,0
4,0,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,0
4,7,0
4,8,0
4,9,0
4,10,0
4,11,0
4,12,0
4,13,0.1854
4,14,0.5154
4,15,1.7784
4,16,2.2854
4,17,1.965
4,18,2.3334
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
5,0,0.108
5,1,0.3078
5,2,1.7748
5,3,3.3594
5,4,3.2796
5,5,3.2742
5,6,1.8438
5,7,0.7188
5,8,0.729
5,9,0.933
5,10,5.6436
5,11,2.8668
5,12,1.539
5,13,0.2412
5,14,0.1296
5,15,0.6456
5,16,0.6096
5,17,2.709
5,18,9.7572
5,19,4.7028
5,20,0
5,21,0
5,22,0.4674
5,23,0.2448
6,0,0
6,1,0.1032
6,2,0
6,3,0
6,4,0.276
6,5,2.1804
6,6,3.0798
6,7,1.914
6,8,3.414
6,9,2.1564
6,10,2.7108
6,11,7.9608
6,12,9.5616
6,13,9.2346
6,14,10.1532
6,15,8.5014
6,16,7.764
6,17,6.1764
6,18,7.8294
6,19,9.9966
6,20,6.3942
6,21,3.5514
6,22,7.9506
6,23,17.1972
7,0,27.711
7,1,25.5726
7,2,20.9946
7,3,20.7324
7,4,22.6356
7,5,25.9722
7,6,24.1872
7,7,27.4602
7,8,25.1034
7,9,10.662
7,10,4.6464
7,11,4.503
7,12,6.1212
7,13,6.5124
7,14,4.8336
7,15,4.1946
7,16,3.5334
7,17,2.8458
7,18,1.9788
7,19,3.192
7,20,3.7464
7,21,6.624
7,22,5.8956
7,23,2.1672
8,0,0.0594
8,1,0
8,2,0.0042
8,3,0
8,4,0
8,5,0
8,6,0.012
8,7,0.174
8,8,0.0702
8,9,0.021
8,10,0
8,11,0
8,12,0
8,13,0
8,14,0
8,15,0
8,16,0
8,17,0
8,18,0
8,19,0
8,20,0
8,21,0
8,22,0.0042
8,23,0
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0.0066
9,9,0.1836
9,10,0.102
9,11,0.4434
9,12,0.8634
9,13,1.4412
9,14,1.0746
9,15,0.3444
9,16,0.0954
9,17,0
9,18,0.6822
9,19,2.9082
9,20,8.3808
9,21,7.4256
9,22,8.0046
9,23,7.4976
10,0,21.0384
10,1,29.1258
10,2,27.999
10,3,1.2678
10,4,1.2132
10,5,1.212
10,6,1.2132
10,7,1.212
10,8,1.461
10,9,10.2036
10,10,8.7396
10,11,9.42
10,12,9.7746
10,13,11.577
10,14,7.8348
10,15,8.0952
10,16,8.0196
10,17,7.356
10,18,12.4506
10,19,13.8972
10,20,15.9882
10,21,18.5256
10,22,15.4494
10,23,16.7196
11,0,17.955
11,1,13.8888
11,2,12.2142
11,3,11.5314
11,4,6.7386
11,5,4.848
11,6,5.6028
11,7,6.6342
11,8,3.87
11,9,2.7618
11,10,2.211
11,11,2.955
11,12,5.529
11,13,4.5648
11,14,4.0836
11,15,5.3874
11,16,5.9916
11,17,4.1022
11,18,3.2274
11,19,2.7966
11,20,0.8478
11,21,0
11,22,0
11,23,0
12,0,0
12,1,0
12,2,0
12,3,1.2768
12,4,4.2906
12,5,10.7202
12,6,20.0298
12,7,18.9144
12,8,10.6908
12,9,5.5776
12,10,5.7228
12,11,6.6696
12,12,7.5366
12,13,8.4486
12,14,11.1162
12,15,12.7452
12,16,15.6942
12,17,14.8668
12,18,15.1926
12,19,22.4808
12,20,26.223
12,21,27.018
12,22,27.2202
12,23,28.1964
13,0,29.2398
13,1,28.7406
13,2,29.034
13,3,28.7664
13,4,27.495
13,5,26.2626
13,6,21.9558
13,7,22.8288
13,8,18.4398
13,9,16.9914
13,10,15.6276
13,11,17.5098
13,12,23.409
13,13,24.729
13,14,23.73
13,15,25.7214
13,16,28.236
13,17,26.9094
13,18,24.123
13,19,23.4456
13,20,23.0814
13,21,18.5778
13,22,16.7976
13,23,20.8284
14,0,18.033
14,1,13.8048
14,2,15.2934
14,3,14.0934
14,4,16.2108
14,5,13.851
14,6,9.3942
14,7,6.5106
14,8,7.4352
14,9,3.8694
14,10,3.3816
14,11,4.1364
14,12,3.387
14,13,3.51
14,14,3.45
14,15,3.3408
14,16,3.5454
14,17,4.1184
14,18,7.1922
14,19,8.85
14,20,8.8956
14,21,10.581
14,22,8.0982
14,23,5.7156
15,0,6.1692
15,1,7.77
15,2,10.3626
15,3,19.5918
15,4,15.9576
15,5,13.2552
15,6,17.3532
15,7,13.215
15,8,11.535
15,9,10.6032
15,10,16.5066
15,11,14.8722
15,12,13.2066
15,13,12.039
15,14,12.6084
15,15,10.6548
15,16,8.5998
15,17,8.6982
15,18,6.7398
15,19,6.1086
15,20,4.5834
15,21,5.778
15,22,7.3332
15,23,8.4024
16,0,7.7382
16,1,4.9446
16,2,3.813
16,3,4.557
16,4,2.553
16,5,0.0126
16,6,1.7796
16,7,1.3596
16,8,0.6048
16,9,2.0166
16,10,1.4838
16,11,1.365
16,12,1.3818
16,13,0.5604
16,14,0.9402
16,15,1.0158
16,16,1.0068
16,17,3.9798
16,18,9.4686
16,19,14.9034
16,20,10.2198
16,21,8.1576
16,22,4.962
16,23,7.7898
17,0,13.9152
17,1,15.645
17,2,13.557
17,3,15.405
17,4,20.4042
17,5,23.3364
17,6,20.667
17,7,17.2206
17,8,17.6112
17,9,12.7554
17,10,15.0336
17,11,13.5018
17,12,19.6542
17,13,24.909
17,14,26.7684
17,15,27.3198
17,16,27.2436
17,17,24.252
17,18,19.2702
17,19,23.7978
17,20,26.733
17,21,28.0362
17,22,28.3578
17,23,28.3848
18,0,28.3236
18,1,23.4252
18,2,20.6766
18,3,1.2144
18,4,1.2132
18,5,1.2132
18,6,1.2138
18,7,14.016
18,8,23.9646
18,9,19.764
18,10,16.7004
18,11,19.7712
18,12,21.0474
18,13,15.8088
18,14,12.5946
18,15,10.557
18,16,8.6862
18,17,7.557
18,18,6.8874
18,19,7.9128
18,20,6.5766
18,21,7.4484
18,22,8.9478
18,23,11.0346
19,0,11.1228
19,1,12.861
19,2,18.0276
19,3,16.1094
19,4,6.0162
19,5,6.0132
19,6,6.0162
19,7,6.015
19,8,6.015
19,9,6.015
19,10,6.015
19,11,6.0144
19,12,6.0156
19,13,6.0126
19,14,6.0168
19,15,6.0144
19,16,12.945
19,17,14.7324
19,18,14.388
19,19,14.9994
19,20,17.748
19,21,18.5376
19,22,23.2608
19,23,25.989
20,0,11.0388
20,1,6.0162
20,2,6.0144
20,3,2.718
20,4,0.6054
20,5,15.471
20,6,22.0218
20,7,26.2158
20,8,24.3816
20,9,23.4888
20,10,24.0708
20,11,21.69
20,12,17.1096
20,13,10.7472
20,14,7.509
20,15,6.9408
20,16,6.885
20,17,5.7552
20,18,5.4702
20,19,6.3558
20,20,4.5126
20,21,3.255
20,22,4.3584
20,23,5.808
21,0,9.7866
21,1,12.4638
